song_id,title,artist,genre,tempo,energy,danceability,mood
4404,You Got Me,The Roots,Hip Hop,123,0.772,0.61,Happy
4405,Ms. Jackson,OutKast,Hip Hop,96,0.548,0.83,Energetic
4406,Homecoming,Kanye West,Hip Hop,114,0.591,0.774,Happy
4407,Jazz (We've Got),A Tribe Called Quest,Hip Hop,115,0.648,0.757,Chill
4408,Last Call,Kanye West,Hip Hop,92,0.767,0.74,Chill
4409,Can't Tell Me Nothing,Kanye West,Hip Hop,130,0.527,0.704,Energetic
4410,It Ain't Hard to Tell,Nas,Hip Hop,94,0.704,0.811,Energetic
4411,Airplanes (feat. Hayley Williams),B.o.B,Hip Hop,76,0.647,0.627,Happy
4412,Hey Mama,Kanye West,Hip Hop,104,0.583,0.784,Happy
4413,Empire State of Mind,JAY-Z,Hip Hop,106,0.814,0.89,Energetic
4414,Drunk and Hot Girls,Kanye West,Hip Hop,107,0.481,0.872,Happy
4415,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,Hip Hop,96,0.77,0.931,Chill
4416,Lucid Dreams,Juice WRLD,Hip Hop,125,0.527,0.751,Energetic
4417,POWER,Kanye West,Hip Hop,89,0.509,0.61,Chill
4418,Swimming Pools (Drank),Kendrick Lamar,Hip Hop,127,0.577,0.634,Chill
4419,Never Enough,Eminem,Hip Hop,119,0.678,0.701,Energetic
4420,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Hip Hop,98,0.738,0.747,Energetic
4421,Without Me,Eminem,Hip Hop,98,0.606,0.687,Chill
4422,Blame Game,Kanye West,Hip Hop,78,0.63,0.794,Energetic
4423,Self Care,Mac Miller,Hip Hop,125,0.735,0.626,Happy
4424,Hol' Up,Kendrick Lamar,Hip Hop,113,0.809,0.82,Chill
4425,Magic (feat. Rivers Cuomo),B.o.B,Hip Hop,124,0.721,0.926,Chill
4426,Started from the Bottom,Drake,Hip Hop,77,0.862,0.618,Chill
4427,Shake That,Eminem,Hip Hop,81,0.736,0.858,Chill
4428,Barry Bonds,Kanye West,Hip Hop,120,0.552,0.674,Energetic
4429,Figaro,Madvillain,Hip Hop,78,0.468,0.637,Energetic
4430,Smack That,Akon,Hip Hop,114,0.646,0.69,Happy
4431,good kid,Kendrick Lamar,Hip Hop,81,0.611,0.853,Chill
4432,Over My Dead Body,Drake,Hip Hop,76,0.647,0.931,Energetic
4433,Headlines,Drake,Hip Hop,94,0.663,0.633,Energetic
4434,Blow My High (Members Only),Kendrick Lamar,Hip Hop,113,0.537,0.645,Energetic
4435,Father Stretch My Hands Pt. 1,Kanye West,Hip Hop,81,0.552,0.916,Happy
4436,Strange Ways,Madvillain,Hip Hop,95,0.651,0.614,Happy
4437,Fall In Love,Slum Village,Hip Hop,87,0.619,0.732,Happy
4438,Let It Rock,Kevin Rudolf,Hip Hop,102,0.533,0.711,Happy
4439,Dead And Gone,T.I.,Hip Hop,122,0.735,0.821,Happy
4440,Wet Dreamz,J. Cole,Hip Hop,123,0.754,0.78,Happy
4441,Mercy,Kanye West,Hip Hop,88,0.483,0.645,Energetic
4442,Everything I Am,Kanye West,Hip Hop,80,0.526,0.809,Happy
4443,134340,BTS,Hip Hop,95,0.643,0.604,Chill
4444,Good Morning,Kanye West,Hip Hop,90,0.698,0.76,Chill
4445,We Don't Care,Kanye West,Hip Hop,76,0.849,0.821,Energetic
4446,Mass Appeal,Gang Starr,Hip Hop,78,0.62,0.837,Energetic
4447,N.Y. State of Mind,Nas,Hip Hop,81,0.725,0.883,Happy
4448,Represent,Nas,Hip Hop,92,0.618,0.808,Happy
4449,Good Life,Kanye West,Hip Hop,77,0.499,0.754,Energetic
4450,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",Hip Hop,91,0.528,0.802,Happy
4451,That's That,MF DOOM,Hip Hop,93,0.743,0.756,Energetic
4452,In Da Club,50 Cent,Hip Hop,99,0.687,0.885,Chill
4453,Touch the Sky,Kanye West,Hip Hop,125,0.612,0.919,Happy
4454,Champion,Kanye West,Hip Hop,104,0.832,0.889,Chill
4455,Curls,Madvillain,Hip Hop,95,0.842,0.766,Energetic
4456,Make Me Proud,Drake,Hip Hop,77,0.569,0.785,Chill
4457,***Flawless (feat. Chimamanda Ngozi Adichie),Beyoncé,Hip Hop,113,0.634,0.732,Happy
4458,Ms. Fat Booty,Mos Def,Hip Hop,84,0.509,0.792,Energetic
4459,i,Kendrick Lamar,Hip Hop,113,0.455,0.823,Happy
4460,I Am a God,Kanye West,Hip Hop,108,0.799,0.75,Energetic
4461,Hell of a Life,Kanye West,Hip Hop,91,0.655,0.831,Happy
4462,Black Skinhead,Kanye West,Hip Hop,78,0.566,0.727,Energetic
4463,The Real Slim Shady,Eminem,Hip Hop,96,0.582,0.919,Energetic
4464,One Beer,MF DOOM,Hip Hop,99,0.541,0.715,Happy
4465,Send It Up,Kanye West,Hip Hop,101,0.783,0.888,Happy
4466,Above The Clouds,Gang Starr,Hip Hop,84,0.878,0.751,Chill
4467,"So Fresh, So Clean",OutKast,Hip Hop,86,0.843,0.606,Chill
4468,Chains & Whips,Clipse,Hip Hop,123,0.589,0.811,Happy
4469,Memory Lane (Sittin' in da Park),Nas,Hip Hop,77,0.843,0.658,Happy
4470,Formation,Beyoncé,Hip Hop,86,0.842,0.748,Chill
4471,Ghost Town,Kanye West,Hip Hop,122,0.598,0.911,Energetic
4472,30 Hours,Kanye West,Hip Hop,106,0.859,0.848,Chill
4473,Gold Digger,Kanye West,Hip Hop,116,0.453,0.774,Happy
4474,u,Kendrick Lamar,Hip Hop,126,0.834,0.673,Chill
4475,No Love,Eminem,Hip Hop,83,0.758,0.692,Chill
4476,Your Love,Nicki Minaj,Hip Hop,86,0.721,0.949,Energetic
4477,Halftime,Nas,Hip Hop,97,0.509,0.793,Happy
4478,Wu-Tang Clan Ain't Nuthing Ta F' Wit,Wu-Tang Clan,Hip Hop,116,0.718,0.859,Energetic
4479,Family Business,Kanye West,Hip Hop,97,0.819,0.817,Chill
4480,Written in the Stars (feat. Eric Turner),Tinie Tempah,Hip Hop,97,0.792,0.868,Happy
4481,Now Or Never - Bonus Track,Kendrick Lamar,Hip Hop,90,0.636,0.698,Happy
4482,Bistro,Madvillain,Hip Hop,122,0.784,0.768,Chill
4483,Rosa Parks,OutKast,Hip Hop,79,0.658,0.664,Energetic
4484,Mockingbird,Eminem,Hip Hop,86,0.715,0.825,Happy
4485,Buggin' Out,A Tribe Called Quest,Hip Hop,87,0.503,0.874,Energetic
4486,Still Dreaming,Nas,Hip Hop,111,0.833,0.873,Happy
4487,ExtraL (feat. Doechii),Jennie,Hip Hop,87,0.842,0.695,Energetic
4488,The Blacker the Berry,Kendrick Lamar,Hip Hop,86,0.817,0.604,Energetic
4489,Marvins Room,Drake,Hip Hop,81,0.483,0.697,Energetic
4490,Yeah You,N*E*R*D,Hip Hop,96,0.89,0.816,Energetic
4491,The Spins,Mac Miller,Hip Hop,99,0.53,0.784,Happy
4492,California Love - Original Version,2Pac,Hip Hop,108,0.707,0.856,Energetic
4493,Full Clip,Gang Starr,Hip Hop,102,0.523,0.859,Energetic
4494,Right Now (Na Na Na),Akon,Hip Hop,96,0.607,0.804,Happy
4495,NISSAN ALTIMA,Doechii,Hip Hop,119,0.782,0.843,Energetic
4496,Ruff Ryders' Anthem,DMX,Hip Hop,122,0.516,0.879,Happy
4497,Jungle,Drake,Hip Hop,98,0.823,0.676,Chill
4498,Wu-Tang Forever,Drake,Hip Hop,93,0.639,0.654,Happy
4499,I'm in It,Kanye West,Hip Hop,116,0.726,0.663,Chill
4500,What They Do,The Roots,Hip Hop,75,0.871,0.847,Happy
4501,Stan,Eminem,Hip Hop,118,0.455,0.891,Energetic
4502,Bring da Ruckus,Wu-Tang Clan,Hip Hop,108,0.461,0.712,Energetic
4503,Superman,Eminem,Hip Hop,91,0.712,0.666,Energetic
4504,Jesus Walks,Kanye West,Hip Hop,103,0.625,0.625,Happy
4505,The Light,Common,Hip Hop,99,0.825,0.879,Chill
4506,This Is America,Childish Gambino,Hip Hop,109,0.683,0.605,Happy
4507,Energy,Drake,Hip Hop,127,0.733,0.853,Chill
4508,Hell On Earth (Front Lines),Mobb Deep,Hip Hop,90,0.45,0.63,Chill
4509,Right My Wrongs,Bryson Tiller,Hip Hop,92,0.562,0.67,Happy
4510,It's Been A Long Time,Rakim,Hip Hop,118,0.54,0.78,Happy
4511,Check the Rhime,A Tribe Called Quest,Hip Hop,75,0.7,0.845,Energetic
4512,Superstar (feat. Matthew Santos),Lupe Fiasco,Hip Hop,107,0.586,0.649,Chill
4513,Candy Shop,50 Cent,Hip Hop,126,0.659,0.93,Energetic
4514,Operation Lifesaver aka Mint Test,Madvillain,Hip Hop,80,0.806,0.61,Energetic
4515,Not Afraid,Eminem,Hip Hop,111,0.545,0.898,Happy
4516,Rhinestone Cowboy,Madvillain,Hip Hop,113,0.515,0.891,Chill
4517,PEACH FUZZ,"Tyler, The Creator",Hip Hop,126,0.816,0.738,Chill
4518,Roses,Kanye West,Hip Hop,101,0.846,0.785,Chill
4519,Cece's Interlude,Drake,Hip Hop,120,0.532,0.86,Energetic
4520,What I'm Here 4,Gang Starr,Hip Hop,103,0.6,0.733,Happy
4521,The Way She Dances,N*E*R*D,Hip Hop,92,0.614,0.838,Energetic
4522,8 Million Stories,A Tribe Called Quest,Hip Hop,96,0.667,0.852,Energetic
4523,Sugar (feat. Wynter),Flo Rida,Hip Hop,91,0.523,0.706,Energetic
4524,I Ain't Got Time!,"Tyler, The Creator",Hip Hop,112,0.452,0.696,Chill
4525,Wu-Tang: 7th Chamber,Wu-Tang Clan,Hip Hop,114,0.69,0.698,Happy
4526,Otha Fish,The Pharcyde,Hip Hop,92,0.774,0.857,Happy
4527,Just A Lil Bit,50 Cent,Hip Hop,120,0.5,0.826,Chill
4528,Liquid Swords,GZA/Genius,Hip Hop,126,0.609,0.706,Happy
4529,Soundtrack 2 My Life,Kid Cudi,Hip Hop,81,0.474,0.923,Happy
4530,Karaoke,Drake,Hip Hop,81,0.704,0.725,Chill
4531,Stupid Hoe,Nicki Minaj,Hip Hop,98,0.78,0.787,Chill
4532,Over,Drake,Hip Hop,94,0.569,0.819,Chill
4533,Legend,Drake,Hip Hop,75,0.479,0.608,Chill
4534,Eye Know,De La Soul,Hip Hop,84,0.713,0.603,Happy
4535,Hot in Herre,Nelly,Hip Hop,78,0.876,0.692,Happy
4536,0 To 100 / The Catch Up,Drake,Hip Hop,84,0.766,0.679,Energetic
4537,Under The Influence,Eminem,Hip Hop,99,0.716,0.62,Chill
4538,Drop,The Pharcyde,Hip Hop,126,0.588,0.781,Happy
4539,The Glory,Kanye West,Hip Hop,94,0.824,0.918,Happy
4540,Everything Is Fair,A Tribe Called Quest,Hip Hop,81,0.868,0.825,Happy
4541,Can I Kick It?,A Tribe Called Quest,Hip Hop,126,0.828,0.906,Chill
4542,Holy Grail,JAY-Z,Hip Hop,127,0.617,0.778,Happy
4543,Obedient,Bladee,Hip Hop,130,0.861,0.771,Happy
4544,Apparently,J. Cole,Hip Hop,127,0.867,0.735,Happy
4545,Aston Martin Music,Rick Ross,Hip Hop,98,0.851,0.84,Chill
4546,Dead Bent,MF DOOM,Hip Hop,108,0.828,0.782,Chill
4547,Fancy,Drake,Hip Hop,93,0.628,0.772,Chill
4548,Roman's Revenge,Nicki Minaj,Hip Hop,99,0.545,0.609,Chill
4549,Tearz,Wu-Tang Clan,Hip Hop,121,0.63,0.839,Happy
4550,Who Will Survive in America,Kanye West,Hip Hop,82,0.725,0.661,Energetic
4551,Luck Of Lucien,A Tribe Called Quest,Hip Hop,126,0.578,0.829,Chill
4552,Code Of The Streets,Gang Starr,Hip Hop,75,0.89,0.778,Energetic
4553,Protect Ya Neck,Wu-Tang Clan,Hip Hop,110,0.884,0.743,Energetic
4554,?,MF DOOM,Hip Hop,129,0.74,0.61,Chill
4555,Dark Fantasy,Kanye West,Hip Hop,93,0.479,0.882,Happy
4556,I Cry,Flo Rida,Hip Hop,96,0.476,0.938,Chill
4557,Hip Hop Hooray,Naughty By Nature,Hip Hop,111,0.802,0.94,Happy
4558,fukumean,Gunna,Hip Hop,101,0.513,0.891,Chill
4559,Still Don't Give a Fuck,Eminem,Hip Hop,87,0.522,0.798,Chill
4560,Me Or The Papes,Jeru the Damaja,Hip Hop,105,0.757,0.856,Chill
4561,Houdini,Eminem,Hip Hop,114,0.683,0.738,Chill
4562,Chin Check,N.W.A,Hip Hop,88,0.795,0.601,Energetic
4563,BLEACH,BROCKHAMPTON,Hip Hop,88,0.891,0.759,Energetic
4564,Mind Playing Tricks on Me,Geto Boys,Hip Hop,106,0.684,0.611,Chill
4565,Find a Way,A Tribe Called Quest,Hip Hop,106,0.453,0.859,Happy
4566,Sofa King,DANGERDOOM,Hip Hop,113,0.587,0.858,Chill
4567,Wesley's Theory,Kendrick Lamar,Hip Hop,105,0.721,0.788,Energetic
4568,The Next Movement,The Roots,Hip Hop,121,0.696,0.861,Happy
4569,Be Nice 2 Me,Bladee,Hip Hop,128,0.692,0.922,Energetic
4570,Sucka Nigga,A Tribe Called Quest,Hip Hop,95,0.761,0.818,Happy
4571,Big Weenie,Eminem,Hip Hop,89,0.893,0.681,Happy
4572,WHAT'S GOOD,"Tyler, The Creator",Hip Hop,89,0.462,0.87,Chill
4573,Rap God,Eminem,Hip Hop,114,0.614,0.842,Chill
4574,"The Chase, Part II",A Tribe Called Quest,Hip Hop,124,0.497,0.798,Happy
4575,Number 1,Tinchy Stryder,Hip Hop,113,0.578,0.761,Happy
4576,Put It On,Big L,Hip Hop,112,0.592,0.922,Happy
4577,Vomitspit,MF DOOM,Hip Hop,119,0.748,0.683,Energetic
4578,Shame on a Nigga,Wu-Tang Clan,Hip Hop,128,0.777,0.857,Happy
4579,Donald Trump,Mac Miller,Hip Hop,103,0.609,0.82,Chill
4580,The Start of Your Ending (41st Side),Mobb Deep,Hip Hop,106,0.737,0.609,Chill
4581,Potato Salad,"Tyler, The Creator",Hip Hop,75,0.49,0.712,Chill
4582,Gas Drawls,MF DOOM,Hip Hop,88,0.898,0.762,Chill
4583,NEW ORLEANS,BROCKHAMPTON,Hip Hop,91,0.574,0.848,Energetic
4584,The New Workout Plan,Kanye West,Hip Hop,119,0.816,0.686,Energetic
4585,San Francisco Knights,People Under the Stairs,Hip Hop,109,0.592,0.8,Energetic
4586,The Illest Villains,Madvillain,Hip Hop,107,0.58,0.607,Energetic
4587,Me Myself and I,De La Soul,Hip Hop,88,0.631,0.654,Happy
4588,Agust D,Agust D,Hip Hop,104,0.712,0.607,Chill
4589,One To Grow On,UMC's,Hip Hop,116,0.747,0.806,Happy
4590,King Kunta,Kendrick Lamar,Hip Hop,95,0.638,0.805,Energetic
4591,Won't Back Down,Eminem,Hip Hop,100,0.756,0.819,Energetic
4592,School Spirit,Kanye West,Hip Hop,125,0.483,0.606,Energetic
4593,Same Love (feat. Mary Lambert),Macklemore & Ryan Lewis,Hip Hop,76,0.601,0.781,Happy
4594,Yonkers,"Tyler, The Creator",Hip Hop,93,0.456,0.686,Happy
4595,Don't Sweat the Technique,Eric B. & Rakim,Hip Hop,95,0.578,0.927,Energetic
4596,Cleanin' Out My Closet,Eminem,Hip Hop,102,0.656,0.742,Happy
4597,Bitch Please II,Eminem,Hip Hop,106,0.627,0.667,Happy
4598,Stronger,Kanye West,Hip Hop,87,0.665,0.819,Chill
4599,Looking Down the Barrel of a Gun,Beastie Boys,Hip Hop,106,0.562,0.897,Chill
4600,MIDDLE CHILD,J. Cole,Hip Hop,112,0.836,0.91,Energetic
4601,Senior Skip Day,Mac Miller,Hip Hop,98,0.496,0.841,Chill
4602,The Way You Move (feat. Sleepy Brown),OutKast,Hip Hop,82,0.859,0.851,Energetic
4603,Big Brother,Kanye West,Hip Hop,98,0.701,0.871,Chill
4604,Baby Got Back,Sir Mix-A-Lot,Hip Hop,92,0.629,0.836,Happy
4605,Erase Me - Main,Kid Cudi,Hip Hop,77,0.5,0.654,Chill
4606,Cudi Zone,Kid Cudi,Hip Hop,123,0.708,0.711,Energetic
4607,Sugar,Bladee,Hip Hop,102,0.643,0.945,Energetic
4608,Really Doe,Danny Brown,Hip Hop,85,0.708,0.63,Energetic
4609,Act Too (The Love Of My Life),The Roots,Hip Hop,96,0.683,0.6,Energetic
4610,Clan in da Front,Wu-Tang Clan,Hip Hop,81,0.694,0.625,Happy
4611,Keys to the City,Bladee,Hip Hop,104,0.521,0.728,Energetic
4612,Selbstjustiz,K.I.Z.,Hip Hop,123,0.732,0.74,Happy
4613,Lonely,Akon,Hip Hop,76,0.717,0.832,Energetic
4614,Say You Will,Kanye West,Hip Hop,84,0.499,0.682,Chill
4615,A Day at the Races,Jurassic 5,Hip Hop,79,0.864,0.767,Chill
4616,Holding on to You,Twenty One Pilots,Hip Hop,113,0.467,0.734,Happy
4617,Real,Kendrick Lamar,Hip Hop,126,0.767,0.67,Energetic
4618,Love,Mos Def,Hip Hop,99,0.785,0.721,Happy
4619,Alwayz Into Somethin',N.W.A,Hip Hop,93,0.482,0.876,Energetic
4620,What?,A Tribe Called Quest,Hip Hop,109,0.791,0.706,Energetic
4621,Sunshine,Lupe Fiasco,Hip Hop,107,0.519,0.656,Energetic
4622,Mallwhore Freeestyle,Bladee,Hip Hop,130,0.702,0.893,Chill
4623,Fired Up,Hush,Hip Hop,105,0.62,0.906,Chill
4624,Fertilizer,Frank Ocean,Hip Hop,111,0.471,0.919,Happy
4625,21 Questions,50 Cent,Hip Hop,90,0.723,0.757,Happy
4626,Respiration,Black Star,Hip Hop,77,0.756,0.86,Chill
4627,Say What You Say,Eminem,Hip Hop,106,0.525,0.876,Chill
4628,Everyone Nose (All the Girls Standing in the Line for the Bathroom),N*E*R*D,Hip Hop,84,0.577,0.751,Happy
4629,Remember Me?,Eminem,Hip Hop,106,0.589,0.917,Energetic
4630,Feel So Good,Mase,Hip Hop,127,0.709,0.758,Energetic
4631,Nightmare,"Tyler, The Creator",Hip Hop,75,0.637,0.943,Happy
4632,Hip Hop,Mos Def,Hip Hop,96,0.545,0.866,Happy
4633,Get Ur Freak On,Missy Elliott,Hip Hop,88,0.504,0.858,Chill
4634,Good Night,Kanye West,Hip Hop,92,0.624,0.706,Chill
4635,Love Lockdown,Kanye West,Hip Hop,126,0.511,0.865,Energetic
4636,BUFFALO (feat. Shane Powers),"Tyler, The Creator",Hip Hop,124,0.773,0.641,Happy
4637,November,"Tyler, The Creator",Hip Hop,125,0.556,0.645,Happy
4638,Say No Go,De La Soul,Hip Hop,87,0.711,0.74,Chill
4639,Breakadawn,De La Soul,Hip Hop,93,0.596,0.74,Happy
4640,Back to the Hotel,N2DEEP,Hip Hop,92,0.534,0.855,Energetic
4641,Just What I Am,Kid Cudi,Hip Hop,99,0.736,0.94,Energetic
4642,Anti Matter,N*E*R*D,Hip Hop,104,0.812,0.708,Happy
4643,No Tellin',Drake,Hip Hop,127,0.844,0.676,Energetic
4644,Famous,Kanye West,Hip Hop,105,0.568,0.731,Happy
4645,Puke,Eminem,Hip Hop,86,0.579,0.912,Chill
4646,Guess Who's Back,Rakim,Hip Hop,89,0.63,0.782,Chill
4647,See You in My Nightmares,Kanye West,Hip Hop,95,0.789,0.736,Energetic
4648,Bad News,Kanye West,Hip Hop,78,0.746,0.601,Chill
4649,Keep Ya Head Up,2Pac,Hip Hop,124,0.462,0.665,Happy
4650,No Role Modelz,J. Cole,Hip Hop,117,0.823,0.717,Happy
4651,"Me, Myself & I",G-Eazy,Hip Hop,84,0.622,0.884,Energetic
4652,Swang,Rae Sremmurd,Hip Hop,95,0.657,0.933,Chill
4653,On The DL,The Pharcyde,Hip Hop,113,0.452,0.939,Chill
4654,What's Luv? (Feat. Ja-Rule & Ashanti),Fat Joe,Hip Hop,78,0.646,0.735,Chill
4655,Know How,Young M.C.,Hip Hop,123,0.473,0.744,Energetic
4656,Love Lost,Mac Miller,Hip Hop,79,0.616,0.909,Happy
4657,Balloon (feat. Doechii),"Tyler, The Creator",Hip Hop,128,0.544,0.861,Chill
4658,Breathe In Breathe Out,Kanye West,Hip Hop,81,0.778,0.906,Energetic
4659,unreal,Bladee,Hip Hop,102,0.483,0.679,Chill
4660,Wall to Wall,Chris Brown,Hip Hop,97,0.611,0.898,Happy
4661,Lovenote,Bladee,Hip Hop,108,0.574,0.702,Chill
4662,BedRock,Young Money,Hip Hop,120,0.482,0.809,Chill
4663,Some,Steve Lacy,Hip Hop,104,0.845,0.859,Happy
4664,Get Low,Lil Jon & The East Side Boyz,Hip Hop,104,0.814,0.813,Energetic
4665,Another Way Out,Hollywood Undead,Hip Hop,111,0.496,0.935,Energetic
4666,Wing$,Macklemore & Ryan Lewis,Hip Hop,128,0.608,0.908,Energetic
4667,Definition,Black Star,Hip Hop,99,0.634,0.661,Energetic
4668,Golden,"Tyler, The Creator",Hip Hop,115,0.71,0.702,Happy
4669,Rules,Doja Cat,Hip Hop,121,0.733,0.693,Happy
4670,The Way I Am,Eminem,Hip Hop,120,0.543,0.717,Happy
4671,Take You There,Pete Rock & C.L. Smooth,Hip Hop,127,0.726,0.942,Happy
4672,Stakes Is High,De La Soul,Hip Hop,83,0.761,0.704,Happy
4673,We Can Get Down,A Tribe Called Quest,Hip Hop,93,0.894,0.783,Chill
4674,Montego Slay,People Under the Stairs,Hip Hop,110,0.719,0.789,Energetic
4675,Maui Wowie,Kid Cudi,Hip Hop,112,0.627,0.8,Happy
4676,No Vaseline,Ice Cube,Hip Hop,76,0.667,0.806,Happy
4677,Just A Friend,Biz Markie,Hip Hop,81,0.745,0.926,Energetic
4678,I Like It,Cardi B,Hip Hop,84,0.82,0.944,Chill
4679,Runaway (feat. Pusha T),Kanye West,Hip Hop,125,0.737,0.88,Energetic
4680,Salt Shaker,Ying Yang Twins,Hip Hop,78,0.516,0.66,Chill
4681,How Do U Want It,2Pac,Hip Hop,112,0.872,0.79,Chill
4682,Wetter,Twista,Hip Hop,100,0.718,0.942,Happy
4683,Blood on the Leaves,Kanye West,Hip Hop,77,0.736,0.791,Chill
4684,Frisky (feat. Labrinth),Tinie Tempah,Hip Hop,92,0.533,0.626,Happy
4685,Clap Your Hands,A Tribe Called Quest,Hip Hop,129,0.721,0.678,Happy
4686,100% Dundee,The Roots,Hip Hop,115,0.504,0.703,Energetic
4687,Work,Gang Starr,Hip Hop,97,0.476,0.887,Happy
4688,HUMBLE.,Kendrick Lamar,Hip Hop,93,0.839,0.885,Chill
4689,Dog It,Digable Planets,Hip Hop,90,0.818,0.776,Energetic
4690,Glitter,"Tyler, The Creator",Hip Hop,95,0.864,0.855,Energetic
4691,All of the Lights (Interlude),Kanye West,Hip Hop,109,0.646,0.608,Happy
4692,I'm So Paid,Akon,Hip Hop,93,0.849,0.694,Chill
4693,Needed Me,Rihanna,Hip Hop,107,0.569,0.696,Energetic
4694,Violent Crimes,Kanye West,Hip Hop,88,0.855,0.644,Chill
4695,Rack City,Tyga,Hip Hop,87,0.541,0.616,Happy
4696,Whatever You Like,T.I.,Hip Hop,104,0.629,0.613,Energetic
4697,Miami,Will Smith,Hip Hop,95,0.488,0.673,Energetic
4698,My Advice 2 You,Gang Starr,Hip Hop,79,0.669,0.879,Chill
4699,I Gave You Power,Nas,Hip Hop,76,0.536,0.848,Energetic
4700,A Milli,Lil Wayne,Hip Hop,129,0.523,0.921,Chill
4701,Insane in the Brain,Cypress Hill,Hip Hop,105,0.536,0.756,Chill
4702,You Never Knew,Hieroglyphics,Hip Hop,83,0.557,0.919,Happy
4703,How Low,Ludacris,Hip Hop,117,0.869,0.711,Chill
4704,The Life I Live,Pete Rock,Hip Hop,82,0.85,0.846,Happy
4705,I Used to Love H.E.R.,Common,Hip Hop,111,0.529,0.677,Happy
4706,Business,Eminem,Hip Hop,98,0.684,0.85,Energetic
4707,Her,"Tyler, The Creator",Hip Hop,124,0.772,0.768,Chill
4708,Jettin',Digable Planets,Hip Hop,87,0.762,0.792,Chill
4709,Spaghetti Junction,OutKast,Hip Hop,91,0.463,0.83,Happy
4710,EVIL J0RDAN,Playboi Carti,Hip Hop,80,0.588,0.929,Happy
4711,Come Get Her,Rae Sremmurd,Hip Hop,115,0.605,0.871,Energetic
4712,Sound of da Police,KRS-One,Hip Hop,129,0.762,0.902,Happy
4713,Sing for the Moment,Eminem,Hip Hop,126,0.855,0.608,Happy
4714,Two Words,Kanye West,Hip Hop,113,0.8,0.6,Energetic
4715,I Like It (I Wanna Be Where You Are),Grand Puba,Hip Hop,120,0.492,0.605,Happy
4716,Climb,Mos Def,Hip Hop,97,0.755,0.871,Energetic
4717,Outro: Tear,BTS,Hip Hop,104,0.535,0.837,Energetic
4718,All Along,Kid Cudi,Hip Hop,107,0.752,0.635,Energetic
4719,I Ain't No Joke,Eric B. & Rakim,Hip Hop,85,0.882,0.706,Energetic
4720,Real Friends,Kanye West,Hip Hop,119,0.698,0.946,Chill
4721,ST. CHROMA (feat. Daniel Caesar),"Tyler, The Creator",Hip Hop,116,0.662,0.767,Chill
4722,Star67,Drake,Hip Hop,128,0.732,0.84,Chill
4723,Bring The Pain,Method Man,Hip Hop,114,0.828,0.628,Chill
4724,How Many Mics,Fugees,Hip Hop,118,0.692,0.704,Energetic
4725,Blueberry Yum Yum,Ludacris,Hip Hop,76,0.807,0.873,Energetic
4726,Whatta Man,Salt-N-Pepa,Hip Hop,77,0.577,0.8,Chill
4727,The Anthem,Pitbull,Hip Hop,107,0.79,0.763,Chill
4728,Kyoto,Yung Lean,Hip Hop,103,0.854,0.911,Chill
4729,Windows,N*E*R*D,Hip Hop,92,0.722,0.692,Energetic
4730,Beggin',Madcon,Hip Hop,84,0.632,0.656,Happy
4731,Levitate,Twenty One Pilots,Hip Hop,118,0.676,0.834,Chill
4732,Die Like a Rockstar,Danny Brown,Hip Hop,95,0.72,0.689,Energetic
4733,Gucci Gucci,Kreayshawn,Hip Hop,125,0.618,0.837,Chill
4734,Anti-Matter,King Geedorah,Hip Hop,129,0.823,0.838,Energetic
4735,I Don't Know,Slum Village,Hip Hop,120,0.78,0.831,Happy
4736,Hope World,j-hope,Hip Hop,130,0.639,0.852,Chill
4737,Ain't Sayin' Nothin' New,The Roots,Hip Hop,76,0.752,0.675,Chill
4738,Go With The Flow,MF DOOM,Hip Hop,91,0.784,0.746,Energetic
4739,One Time 4 Your Mind,Nas,Hip Hop,77,0.848,0.765,Chill
4740,Tia Tamera (feat. Rico Nasty),Doja Cat,Hip Hop,111,0.629,0.88,Happy
4741,No Type,Rae Sremmurd,Hip Hop,101,0.677,0.93,Happy
4742,Nas Is Like,Nas,Hip Hop,105,0.486,0.855,Happy
4743,Come Thru,Drake,Hip Hop,109,0.574,0.885,Energetic
4744,Lapdance,N*E*R*D,Hip Hop,109,0.752,0.939,Chill
4745,Domo23,"Tyler, The Creator",Hip Hop,123,0.863,0.927,Happy
4746,The Spark,The Roots,Hip Hop,123,0.469,0.89,Happy
4747,Like It Like That,A Tribe Called Quest,Hip Hop,88,0.611,0.742,Energetic
4748,Return Of The B-Boy,The Pharcyde,Hip Hop,115,0.721,0.778,Energetic
4749,RENTAL,BROCKHAMPTON,Hip Hop,81,0.595,0.677,Happy
4750,Ass Like That,Eminem,Hip Hop,106,0.702,0.657,Happy
4751,Paid in Full,Eric B. & Rakim,Hip Hop,115,0.516,0.71,Happy
4752,One Shot 2 Shot,Eminem,Hip Hop,117,0.665,0.925,Chill
4753,The Message,Nas,Hip Hop,123,0.815,0.793,Happy
4754,Side by Side,Bladee,Hip Hop,129,0.674,0.722,Chill
4755,Hip-Hop,dead prez,Hip Hop,76,0.816,0.678,Chill
4756,Jenifa Taught Me (Derwin's Revenge),De La Soul,Hip Hop,80,0.526,0.689,Chill
